board_state,pawn_move,before_eval,after_eval,eval_change
1r3rk1/2q1bpp1/2n1bn1p/2pp4/8/2pP1NNP/1PB2PP1/R1BQR1K1 w - - 0 21,b2c3,-47,-16,-31
1r3rk1/2q1bpp1/2n1bn1p/2p5/3p4/2PP1NNP/2B2PP1/R1BQR1K1 w - - 0 22,c3c4,0,-140,-140
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,30,31,1
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,32,33,1
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,e4e5,32,21,-11
rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,c2c3,17,19,2
r3k2r/pp1b1ppp/1q2p3/2bpn1B1/3N4/2P5/PP1Q1PPP/RN3RK1 w kq - 2 12,b2b4,-285,-291,6
r3k2r/pp1b1ppp/4p3/3pn1B1/1P1q4/2P5/P4PPP/RN3RK1 w kq - 0 14,c3d4,-334,-310,-24
r3k2r/pp1b1ppp/4p3/3p2B1/1PnP4/8/P4PPP/RN3RK1 w kq - 1 15,a2a4,-277,-278,1
2r2rk1/pp1b3p/4pp2/3p2p1/PPnP4/2N3B1/5PPP/R4RK1 w - - 2 19,b4b5,-265,-422,157
5rk1/pp1b3p/4pp2/1P1p1np1/P1r5/6B1/3RNPPP/5RK1 w - - 4 24,f2f4,-423,-426,3
5rk1/pp1b3p/4pp2/1P1p1np1/r4P2/6B1/3RN1PP/5RK1 w - - 0 25,f4g5,-391,-415,24
5rk1/pp5p/4pp2/1b1p1nP1/r7/6B1/3RN1PP/5RK1 w - - 0 26,g5f6,-370,-386,16
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,30,8,-22
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,11,14,3
rn1k1bnr/pbp2ppp/1p2p3/8/2pP4/2N2N2/PP2PPPP/R2QKB1R w KQ - 0 7,e2e4,706,703,-3
rn2k1nr/pbp1bppp/1p2p3/8/2BPP3/2N2N2/PP3PPP/R2QK2R w KQ - 1 9,d4d5,786,760,-26
rn2k2r/pbp1bppp/1p2pn2/3P4/2B1P3/2N2N2/PP3PPP/R2QK2R w KQ - 1 10,d5e6,785,729,-56
rn2k2r/pbp1b1pp/1p2pn2/8/2B1P3/2N2N2/PP3PPP/R2QK2R w KQ - 0 11,e4e5,754,715,-39
N1k4r/p2nb1pp/1p6/2n1P3/8/5N2/PP3PPP/R2QK2R w KQ - 1 17,e5e6,903,815,-88
7r/p1NR2pp/1p3bk1/6n1/6Q1/5N2/PP3PPP/4K2R w K - 3 26,h2h4,1170,10000,8830
4r3/p1NR2p1/1p3bkp/6n1/6QP/5N2/PP3PP1/3K3R w - - 0 28,h4g5,10000,10000,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,28,24,-4
rnbqkb1r/pppppppp/5n2/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2,e4e5,62,64,2
rnbqkb1r/pppppppp/8/3nP3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,d2d4,54,57,3
rnbqkb1r/ppp1pppp/3p4/3nP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,e5d6,58,50,-8
rnbqkb1r/ppp2ppp/3p4/3n4/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 5,c2c4,52,40,-12
rnbq1rk1/ppp1bppp/1n1p4/8/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQ - 5 8,g2g3,47,-49,-96
r2q1rk1/ppp1bppp/2np4/8/2nP2b1/2N2NP1/PP3PBP/R1BQ1RK1 w - - 2 11,b2b3,-43,-66,23
r2q1rk1/ppp2ppp/1nnp1b2/8/3P2b1/1PN2NP1/PB3PBP/R2Q1RK1 w - - 3 13,d4d5,-120,-154,34
4r2k/p1b3pp/3p4/3Q1p2/2B5/1P4Pb/P4P1P/6K1 w - - 4 28,f2f4,448,-10000,-10448
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,25,25,0
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,g2g3,25,-62,-87
r1bqk2r/pppp1ppp/2n2n2/2b1p3/4P3/2N3P1/PPPP1PBP/R1BQK1NR w KQkq - 5 5,d2d3,-11,-17,6
r1bqk2r/pppp1pp1/2n2n1p/2b1p3/4P3/2NP2P1/PPP2PBP/R1BQK1NR w KQkq - 0 6,h2h3,-2,-3,1
r2qk2r/pp3pp1/2ppbn1p/2b1p3/3nP3/2NPBNPP/PPP2PB1/R2Q1RK1 w kq - 2 10,a2a3,61,-46,-107
r3k2r/pp3p1n/2ppbq2/2b1pn1p/4P3/P2PB1PP/1PP1NPB1/R2Q1RK1 w kq - 0 16,e4f5,140,112,-28
r3k2r/pp3p1n/2p2q2/2p1pb1p/8/P2P2PP/1PP1NPB1/R2Q1RK1 w kq - 0 18,f2f4,118,69,-49
2kr3r/pp3p1n/2p5/2p2b1p/4pP2/P1qP2PP/1PP1N1B1/R4RK1 w - - 0 21,b2c3,-160,-252,92
2kr3r/pp3p1n/2p5/2p2b1p/5P2/P1Pp2PP/2P1N1B1/R4RK1 w - - 0 22,c2d3,-293,-290,-3
8/p1k2B2/2p5/1p6/2prnP2/P2b2PP/7K/2R5 w - - 0 36,h3h4,-588,-535,-53
8/p1k2B2/2p5/1p6/2pr1P1P/P2b2P1/5n1K/2R5 w - - 1 37,h4h5,-511,-515,4
8/p1k2B2/2p5/1p3b1P/2pr1P2/P5P1/5n1K/2R5 w - - 1 38,h5h6,-387,-671,284
8/p1k5/2p3B1/1p6/2p2Pn1/P1R3Pb/r7/4K3 w - - 10 45,f4f5,-607,-628,21
8/7B/2pk4/pp2nP2/2p5/P3R1Pb/3K4/r7 w - - 2 49,a3a4,-575,-634,59
8/8/2pk2B1/p4P2/Pp4b1/3p2P1/r7/2K5 w - - 0 54,f5f6,-817,-861,44
8/8/2pkbPB1/p7/P7/1p4P1/1K6/3q4 w - - 0 58,f6f7,-10000,-10000,0
rnbqkbnr/pppp1ppp/4p3/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,d2d4,20,11,-9
rnbqkbnr/pp1p1ppp/2p1p3/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,c2c4,83,29,-54
rnb1k2r/pp1pqpbp/2p1p1p1/8/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,e2e4,-41,-46,5
rnb2rk1/pp2q1bp/2p1p1p1/3p4/2PPB3/2N2N2/PPQ2PPP/R3K2R w KQ - 0 11,c4d5,-60,-375,315
rnb2rk1/pp2q2p/2p3p1/4b3/3Pp3/2N5/PPQ2PPP/R4RK1 w - - 0 14,d4e5,-405,-414,9
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,26,30,4
r1bqk2r/ppppbpp1/2n2n1p/4p3/2B1P3/5N2/PPPP1PPP/RNBQR1K1 w kq - 4 6,c2c3,45,-42,-87
r1bq1rk1/ppppbpp1/2n2n1p/4p3/2B1P3/2P2N2/PP1P1PPP/RNBQR1K1 w - - 1 7,d2d4,61,53,-8
r1bq1rk1/ppppbpp1/2n2n1p/8/2BpP3/2P2N2/PP3PPP/RNBQR1K1 w - - 0 8,c3d4,61,62,1
r1bq1rk1/ppp1bpp1/2np1n1p/8/2BPP3/5N2/PP3PPP/RNBQR1K1 w - - 0 9,a2a3,116,89,-27
r2q1rk1/2p1bpp1/p2p1n1p/np6/3PP1b1/P1N1RN2/1P2BPPP/R1BQ2K1 w - - 2 13,b2b3,90,20,-70
r2q1rk1/4bpp1/p2p1n1p/npp5/3PP1b1/PPN1RN2/4BPPP/R1BQ2K1 w - - 0 14,d4c5,14,-21,-35
r2r2k1/4bpp1/p4n1p/npp5/4P1b1/PPN1RN2/4BPPP/R1B3K1 w - - 0 16,e4e5,-186,-189,3
r2r2k1/3nbpp1/p6p/npp1P3/6b1/PPN1RN2/4BPPP/R1B3K1 w - - 1 17,h2h3,-99,-308,209
r2r2k1/3nbpp1/p6p/npp1P2b/8/PPN1RN1P/4BPP1/R1B3K1 w - - 1 18,e5e6,81,-180,-261
r2r2k1/4bpp1/p3Pn1p/npp4b/8/PPN1RN1P/4BPP1/R1B3K1 w - - 1 19,e6f7,-7,-95,88
r3r3/4Nkp1/p6p/2p4n/1p6/P1N1R2P/5PP1/4R1K1 w - - 0 27,a3b4,410,418,8
r7/5k2/2N2p1p/p7/1p6/4R2P/5PP1/6K1 w - - 0 32,f2f4,255,6,-249
8/3NR3/r4pkp/p7/1p3P2/7P/6P1/6K1 w - - 7 36,g2g4,268,305,37
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,35,30,-5
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4d5,67,66,-1
rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,d2d3,76,-7,-83
2kr2nr/ppp2ppp/2n5/2q1p3/8/2BP1B2/PPP2PPP/R2Q1RK1 w - - 3 11,a2a4,191,81,-110
2kr3r/ppp1nppp/2n5/2q1p3/P7/2BP1B2/1PP2PPP/R2Q1RK1 w - - 1 12,a4a5,133,80,-53
2kr3r/1pp1nppp/p7/P1q1p3/3n4/3P1B2/1PPB1PPP/R2Q1RK1 w - - 2 14,c2c3,-15,-114,99
7r/1Qpknppp/p7/P1q1p3/8/2P1rB2/1P3PPP/R4RK1 w - - 0 18,f2e3,777,696,-81
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d3,30,-22,-52
rn1q1knr/p1pp1ppp/1p6/8/5p2/3P1b2/PPP1PP1P/RN2K3 w Q - 0 11,e2f3,-1070,-1100,30
rn3knr/pq1p1ppp/2p5/1p6/4Np2/3P1P2/PPP2P1P/R4K2 w - - 0 15,a2a4,-873,-889,16
rn3knr/pq3ppp/2p5/1p1p4/P3Np2/3P1P2/1PP2P1P/R4K2 w - - 0 16,h2h3,-868,-958,90
rn3knr/pq3ppp/2p5/8/p3pp2/3P1P1P/RPP2P2/5K2 w - - 0 18,h3h4,-1137,-1156,19
rn3knr/1q3ppp/2p5/p7/4pp1P/p2P1P2/RPP1KP2/8 w - - 0 20,d3d4,-1182,-1266,84
rn3knr/1q3ppp/2p5/p7/3Ppp1P/5P2/RpP1KP2/8 w - - 0 21,h4h5,-1287,-10000,8713
rn3knr/1q3ppp/2p5/p6P/3Ppp2/5P2/R1P1KP2/1q6 w - - 0 22,c2c3,-10000,-10000,0
rn3knr/5ppp/2p5/p6P/3Ppp2/2P2P2/qq3PK1/8 w - - 4 25,h5h6,-10000,-10000,0
rn3knr/5p1p/2p4p/p7/3Ppp1K/2P2q2/q7/8 w - - 0 28,d4d5,-10000,-10000,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,31,32,1
rnbqk2r/ppp2ppp/3p1n2/2b1p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,d2d4,-13,-15,2
r1b2rk1/ppp1qppp/3p4/4n3/2BQP3/2N5/PPP2PPP/3RR1K1 w - - 5 13,b2b3,98,50,-48
2r3k1/pQ3ppp/3p4/3b2q1/4P3/1P2R3/P1r2PPP/3R2K1 w - - 0 21,e4d5,20,15,-5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g2g3,32,6,-26
rnbqkbnr/pp1p1ppp/4p3/2p5/8/6P1/PPPPPPBP/RNBQK1NR w KQkq - 0 3,d2d4,24,-24,-48
rnbqkbnr/pp3ppp/4p3/2pp4/3P4/6P1/PPP1PPBP/RNBQK1NR w KQkq - 0 4,d4c5,12,-11,-23
rnbqkb1r/pp3ppp/4pn2/2Pp4/8/6P1/PPP1PPBP/RNBQK1NR w KQkq - 1 5,b2b3,-12,-89,77
rnbq1rk1/pp2bppp/4pn2/3p4/8/1P4P1/PBPNPPBP/R2QK1NR w KQ - 4 8,e2e3,-6,-44,38
r1bq1rk1/pp2bppp/2n2n2/3p4/4p3/1P2P1P1/PBPNNPBP/R2Q1RK1 w - - 0 11,c2c4,67,83,16
3r2k1/p4rpp/1p3p2/8/1bNB4/1P2P1P1/P4P1P/R2R2K1 w - - 2 24,a2a3,536,523,-13
3r2k1/p3brpp/1p3p2/8/2NB4/PP2P1P1/5P1P/R2R2K1 w - - 1 25,b3b4,559,550,-9
3r2k1/p6p/1p4p1/5p2/1P1r3N/P3P1P1/5PKP/R7 w - - 0 32,e3d4,501,483,-18
8/7p/1p4p1/1N1k1p2/1Pr5/P5P1/5PKP/R7 w - - 3 42,a3a4,541,431,-110
8/6kp/1p4p1/5p2/P2N4/6P1/5PKP/R7 w - - 1 54,a4a5,852,791,-61
8/6k1/1p4pp/P4p2/3N4/6P1/5PKP/R7 w - - 0 55,a5b6,927,1031,104
8/6k1/1P4p1/5p1p/3N4/6P1/5PKP/R7 w - - 0 56,b6b7,10000,10000,0
8/1P4k1/6p1/5p2/3N3p/6P1/5PKP/R7 w - - 0 57,b7b8q,10000,10000,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b2b3,33,-32,-65
rnbqk1nr/pp1pppbp/2p5/6p1/8/1P6/P1PPPPPP/RN1QKBNR w KQkq - 0 4,c2c3,-650,-673,23
rnbqk1nr/pp1ppp1p/2p2b2/6p1/8/1PP5/P2PPPPP/RN1QKBNR w KQkq - 1 5,h2h4,-568,-590,22
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,28,28,0
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,d2d4,44,35,-9
r1bqk2r/p4ppp/2p2n2/3pp3/1bB1P3/2N5/PPPB1PPP/R2QK2R w KQkq - 0 9,e4d5,-61,-69,8
r1b4r/p3k1pp/5p2/4p3/1nB5/8/PPP2PPP/2KRR3 w - - 0 15,f2f4,-293,-334,41
3r3r/p3k1pp/b4p2/4p3/1n3P2/1B6/PPP3PP/2KRR3 w - - 3 17,f4e5,-307,-372,65
7r/p5pp/b4k2/4p3/1n6/1B6/PPP3PP/2K1R3 w - - 2 20,h2h4,-326,-408,82
7r/p5p1/b4k1p/4p3/1n5P/1B6/PPP3P1/2K1R3 w - - 0 21,g2g4,-305,-423,118
4B3/p5k1/b6p/5Rp1/1n2p1PP/8/PPP5/2K5 w - - 0 26,h4g5,457,454,-3
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d3,30,-19,-49
rnbqkbnr/pppppp1p/6p1/8/8/3P4/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e2e3,5,-26,-31
rnbq1k1r/ppppp1b1/5n1p/5pp1/8/3PPB2/PPP2PPP/RNBQK1NR w KQ - 4 8,b2b3,14,-89,-103
rnbq1k1r/p1ppp1b1/1p3n1p/5p2/6p1/1P1PP3/P1P1BPPP/RNBQK1NR w KQ - 0 10,d3d4,-16,-78,62
rn1q1k1r/p3p1b1/1pp2n1p/5p2/2pP2p1/1P2P3/P1P2PPP/RNB1K1NR w KQ - 0 17,b3c4,-800,-811,11
rn3k1r/p3p1b1/1ppq1n1p/5p2/2PP2p1/4P3/P1P2PPP/RNB1K1NR w KQ - 1 18,e3e4,-725,-818,93
rn3k1r/p3p3/1ppq1n2/5p2/2PP2p1/4b3/P1P1NPPP/RN3RK1 w - - 2 22,g2g3,-831,-845,14
rn1q1k1r/p3p3/1pp2n2/5p2/2PP1bp1/6P1/P1P2P1P/RN3RK1 w - - 0 24,g3f4,-955,-992,37
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,36,31,-5
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,e4e5,22,16,-6
rnbqkbnr/pp3ppp/4p3/2ppP3/8/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 4,c2c3,16,13,-3
r1bqkbnr/pp3ppp/2n1p3/2ppP3/8/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 5,d2d4,26,33,7
r3k2r/pp1bbppp/1qn1p3/2ppP3/3P4/2P2N2/PP1N1PPP/R1BQ1RK1 w kq - 4 10,d4c5,11,19,8
r3k2r/pp1b1ppp/1qn1p3/2bpP3/8/2P2N2/PP1N1PPP/R1BQ1RK1 w kq - 0 11,b2b4,27,17,-10
r3k2r/pp1bbppp/1qn1p3/3pP3/1P6/2P2N2/P2N1PPP/R1BQ1RK1 w kq - 1 12,a2a4,16,16,0
r3k2r/ppqbbppp/2n1p3/3pP3/PP6/2P2N2/3N1PPP/R1BQ1RK1 w kq - 1 13,b4b5,13,-161,-174
5rk1/p2r1ppp/1p2p3/1P1p4/P7/b1PQ4/5PPP/5RK1 w - - 0 22,c3c4,-60,-60,0
5rk1/p2r1ppp/1p2p3/1Pbp4/P1P5/3Q4/5PPP/5RK1 w - - 1 23,c4d5,-44,-124,80
3r2k1/p4ppp/1p2p3/1Pbr4/P7/5Q2/5PPP/5RK1 w - - 2 25,h2h3,-124,-151,27
3r2k1/p4p1p/1p2p1p1/1Pbr4/P7/5Q1P/5PP1/5RK1 w - - 0 26,g2g4,-142,-135,-7
3r4/p4pkp/1p2p1p1/1Pbr4/P5P1/5Q1P/5P2/5RK1 w - - 1 27,h3h4,-88,-184,96
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b2b3,34,-23,-57
rnbqkbnr/1p1ppppp/p1p5/8/8/1P6/PBPPPPPP/RN1QKBNR w KQkq - 0 3,a2a3,21,4,-17
rnbqkbnr/1p1ppppp/2p5/p7/8/PP6/1BPPPPPP/RN1QKBNR w KQkq - 0 4,b3b4,33,-42,-75
rnbqkbnr/1p1ppppp/2p5/8/pP6/P7/1BPPPPPP/RN1QKBNR w KQkq - 0 5,b4b5,126,6,-120
1nbqkbnr/rp1ppppp/2p5/1P6/p7/P7/1BPPPPPP/RN1QKBNR w KQk - 1 6,b5c6,90,30,-60
2bqkbnr/rp1ppppp/2n5/8/p7/P7/1BPPPPPP/RN1QKBNR w KQk - 0 7,d2d3,98,-23,-121
r1bqkbnr/1p1ppppp/2n5/8/p7/P2P4/1BP1PPPP/RN1QKBNR w KQk - 1 8,g2g3,11,-4,-15
r1bqkbnr/1p2pppp/2p5/8/p7/P2P2P1/1BP1PP1P/RN1QK1NR w KQk - 0 11,h2h4,-34,-87,53
r2qkbnr/1p2pppp/2p5/8/p5bP/P2P2P1/1BP1PP2/RN1QK1NR w KQk - 1 12,f2f3,-32,-43,11
r2qkbnr/1p2pppp/2p5/7b/p6P/P2P1PP1/1BP1P3/RN1QK1NR w KQk - 1 13,g3g4,247,239,-8
r2qkbnr/1p2pppp/2p3b1/8/p5PP/P2P1P2/1BP1P3/RN1QK1NR w KQk - 1 14,h4h5,359,339,-20
r2qkbnr/1p2pppp/2p5/7P/p5P1/P2b1P2/1BP1P3/RN1QK1NR w KQk - 0 15,e2d3,429,389,-40
r2qkbnr/1p3ppp/2p1p3/7P/p5P1/P2P1P2/1BP5/RN1QK1NR w KQk - 0 16,h5h6,396,322,-74
r3kbnr/1p3ppp/2p1pq1P/8/p5P1/P2P1P2/1BP5/RN1QK1NR w KQk - 1 17,h6g7,757,384,-373
r3kbnr/1p3pqp/2p1p3/8/p5P1/P2P1P2/R1P5/1N1QK1NR w Kk - 0 19,c2c4,-242,-237,-5
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,33,34,1
rnbqkbnr/pp3ppp/3pp3/2p5/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,a2a3,25,-1,-26
rnbqkb1r/pp3ppp/3ppn2/2p5/2B1P3/P4N2/1PPP1PPP/RNBQK2R w KQkq - 1 5,d2d3,-13,-11,-2
rnbqk2r/1p2bppp/p2ppn2/2p5/2B1P3/P1NP1N2/1PP2PPP/R1BQK2R w KQkq - 0 7,h2h3,-19,-24,5
2r2rk1/1bqnbppp/p2ppn2/2p5/1p2PB2/P2P1N1P/BPP1NPP1/2RQR1K1 w - - 2 14,c2c3,43,-22,-65
2r2rk1/1b1nbppp/p3pn2/q1pp4/1p2PB2/PQPP1N1P/BP2NPP1/2R1R1K1 w - - 0 16,c3b4,71,96,25
2r2rk1/1b1nbppp/p3pn2/q2p4/1p2PB2/PQ1P1N1P/BP2NPP1/2R1R1K1 w - - 0 17,a3b4,157,-205,-362
2r2rk1/1b1n1ppp/p3pn2/q7/1b2pB2/1Q1P1N1P/BP2NPP1/2RR2K1 w - - 0 19,d3e4,-272,-284,12
2R5/3n1r1k/p3b1p1/4q1Bn/1b5Q/7P/5PP1/3R2K1 w - - 4 31,g2g4,-362,-472,110
2R5/3n1r1k/p2bb1p1/4q1Bn/6PQ/7P/5P2/3R2K1 w - - 1 32,f2f4,-352,-511,159
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,32,33,1
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4e5,63,-14,-77
r3kbnr/p1q1pppp/2p5/2ppP3/6b1/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 7,d2d4,-13,-134,121
r3kbnr/p1q1pppp/2p5/3pP3/3Q4/5b2/PPP2PPP/RNB2RK1 w kq - 0 9,g2f3,-135,-145,10
r3kbnr/p1q2pp1/2p1p3/3pP2p/3Q4/2N2P2/PPP2P1P/R1B2RK1 w kq - 0 11,f3f4,-131,-151,20
r3kb1r/5pp1/2q1p3/p1p1P3/3p1PQn/6Np/PPPB1P1P/R4R1K w kq - 2 20,f2f3,-228,-228,0
1r2kb1r/5pp1/2q1p3/p1p1P3/3p1PQn/5PNp/PPPB3P/R4R1K w k - 1 21,b2b3,-153,-147,-6
4kb1r/5pp1/2q1p3/2p1P3/1p1p1PQn/1P3PNp/P1P4P/R4R1K w k - 0 23,a2a3,174,38,-136
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,32,29,-3
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4d5,57,64,7
rnbqkbnr/ppp2pp1/4p2p/8/8/2N2N2/PPPPBPPP/R1BQK2R w KQkq - 0 6,d2d3,50,32,-18
5rk1/pb4p1/np5p/2pq1p1Q/3p4/3P4/PPP1RPPP/R5K1 w - - 6 26,f2f3,-205,-303,98
5rk1/pbn3p1/1p5p/2pq1p1Q/3p4/3P1P2/PPP1R1PP/R5K1 w - - 1 27,a2a3,-322,-366,44
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e3,32,6,-26
rnbqkbnr/pppppp1p/6p1/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e3e4,11,-24,-35
rnbqk1nr/ppppppbp/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,f2f4,12,-48,-60
rnbqk1nr/ppppppb1/6pp/8/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,g2g4,50,-160,-210
rnbqk1nr/p1ppppb1/1p4pp/8/4PPP1/8/PPPP3P/RNBQKBNR w KQkq - 0 5,h2h4,-51,-66,15
rn1qk1nr/pbppppb1/1p4pp/8/4PPPP/8/PPPP4/RNBQKBNR w KQkq - 1 6,d2d3,-61,-78,17
rn1qk1nr/pbppp1b1/1p4pp/5p2/4PPPP/3P4/PPP5/RNBQKBNR w KQkq - 0 7,e4f5,200,-433,-633
rn2k1nr/p1pp2b1/1p2pq2/7p/5P1P/3PR3/PPPQ2p1/RNB1K1N1 w Qkq - 0 15,d3d4,-56,-471,415
rn2k1nr/p1p3b1/1p2p3/3p3p/3q1P1P/4R3/PPP3Q1/RNB1K1N1 w Qkq - 0 17,c2c3,274,95,-179
rn2k1nr/p1p3b1/1p2p3/2qp3p/5P1P/2P1R3/PP4Q1/RNB1K1N1 w Qkq - 1 18,b2b4,444,-78,-522
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,30,27,-3
rnbqkbnr/pp3ppp/4p3/2pp4/4P3/5N2/PPPPBPPP/RNBQK2R w KQkq - 0 4,e4e5,15,-44,-59
rnbqkbnr/pp4pp/4pp2/2ppP3/8/5N2/PPPPBPPP/RNBQK2R w KQkq - 0 5,d2d3,5,-66,-71
rnbqkb1r/pp4pp/4pn2/2ppN3/8/3P4/PPP1BPPP/RNBQK2R w KQkq - 1 7,d3d4,-21,-66,45
r1bqkb1r/p5pp/2p1pn2/2pp4/3P4/8/PPP1BPPP/RNBQK2R w KQkq - 0 9,c2c3,-65,-78,13
r1b2rk1/p5pp/3qpn2/2pp4/8/2P5/PP2BPPP/RN1Q1RK1 w - - 0 15,c3c4,-51,-56,5
1r2r1k1/pb4pp/3q4/2p5/2PpB3/8/PP2QPPP/R2R2K1 w - - 1 22,f2f3,-51,-44,-7
1r2r1k1/p5pp/8/2p5/2Ppbq2/3Q1P2/PP4PP/R2R2K1 w - - 0 24,f3e4,-256,-284,28
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,31,17,-14
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,21,21,0
rn1qkb1r/ppp2ppp/4pn2/3p4/2PP4/5N2/PP2PPPP/R1BQKB1R w KQkq - 0 6,g2g3,36,24,-12
r2q1rk1/1pp2ppp/4p3/3n4/2Q5/5Nn1/PP3PBP/R4R1K w - - 0 16,f2g3,363,-8,-371
5rk1/1R5p/8/8/6p1/5pP1/PP5P/5R1K w - - 0 26,a2a4,557,646,89
4r1k1/1R5p/8/8/P5p1/5pP1/1P5P/5R1K w - - 1 27,b2b4,656,579,-77
6k1/1R5p/8/8/PP4p1/5pP1/4r2P/5R1K w - - 1 28,a4a5,702,717,15
r5k1/1R6/8/P6p/1P4p1/6P1/R5KP/8 w - - 3 32,a5a6,812,825,13
r4k2/1R6/P7/7p/1P4p1/6P1/R5KP/8 w - - 1 33,a6a7,897,1023,126
1r3k2/P7/8/8/1P4pp/6P1/R5KP/8 w - - 0 35,a7b8q,10000,10000,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,b2b3,32,-24,-56
rnbqkbnr/pp2pppp/2pp4/8/8/1P6/PBPPPPPP/RN1QKBNR w KQkq - 0 3,a2a3,10,-13,-23
rnbqkbnr/p3pppp/1ppp4/8/8/PP6/1BPPPPPP/RN1QKBNR w KQkq - 0 4,b3b4,39,-5,-44
rnbqkbnr/4pppp/pppp4/8/1P6/P7/1BPPPPPP/RN1QKBNR w KQkq - 0 5,g2g3,27,11,-16
